Y,E1,E2,E3,E4,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20
806.9465139,99.61844017,99.74230799,98.86078583,100.4311617,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
802.683681,101.2725009,101.1955761,99.31589969,99.03409832,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
798.2017109,98.5552338,98.17603444,99.03724849,101.4441015,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
802.7507911,100.441347,99.96229056,98.77312243,100.1022682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
811.7397678,100.2508323,100.8456546,100.8196727,99.63257614,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
797.8393129,98.42710897,99.90962599,98.58048886,100.8644177,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
801.175832,99.88148718,101.0158553,98.95986421,100.3025149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
798.1026757,99.73003903,98.96609559,98.84351986,100.2122557,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1
807.2564085,101.2806628,100.8944459,99.61568788,100.5949877,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
807.0848019,100.9582517,101.507638,101.3878551,100.200784,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
792.7606554,102.9120391,100.1016918,100.8538294,100.1192984,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
790.1611279,99.33516596,101.2726765,99.03957792,100.1715398,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1
798.8951551,100.5579502,99.88949051,99.74332788,99.76015401,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1
802.4260497,98.91035455,101.9236456,100.5894012,98.97036455,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1
791.6623177,99.85138999,98.89333692,99.39441744,100.3613021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
793.3976353,100.4412025,99.85679576,99.08932897,98.99284313,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
818.1294625,99.37805909,99.5966733,98.49924264,99.85903288,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
812.4360029,99.68170404,100.510285,99.59120992,99.4349624,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
788.8935075,101.2280302,97.90461113,98.44638212,100.2517269,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
818.9837966,100.8444519,101.6102291,101.6376918,99.09175894,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
807.5736834,101.7541856,100.1896713,99.84659773,101.1027779,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
807.5957691,100.2617741,99.71610101,100.6174613,101.0501581,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1
789.4838966,99.75903342,101.0191963,99.1197273,99.9316215,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0
797.2029253,100.9240931,100.3547033,98.74221565,99.97879685,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
804.4883568,99.85798055,98.25260313,98.88486385,99.18050446,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0
814.6586396,99.29477419,99.92364784,100.4229429,101.6616016,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
814.7416847,100.3868376,100.866196,101.1355464,101.7751867,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
814.4807015,100.7974933,102.3594462,101.3686303,99.93372933,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
814.9311324,101.8799185,99.97801511,101.2671956,101.331953,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
800.6958367,100.6098228,99.62054947,98.92905664,100.7794177,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1
812.2501747,99.70093915,99.85407279,99.51869144,101.4227399,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1
813.360743,99.91971585,100.2861107,100.8031036,97.57137764,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
800.2089701,99.4624412,99.73452652,100.1718766,99.37669519,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
805.7400983,101.5069367,100.7960196,101.1442946,100.8192424,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
810.4115235,100.5187372,98.77090672,99.32746789,100.0335826,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1
820.58883,99.64483026,101.0477138,100.5808571,99.76164322,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
812.1984925,101.0890973,100.5719747,101.3123207,101.3375572,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
809.3105843,100.1915522,98.2673717,99.63427188,100.3147673,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
795.8505124,99.94778138,100.4491607,100.9847853,98.38666461,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
823.002955,102.1387903,99.87494016,101.5324851,99.96949786,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
810.395183,100.9848544,99.84391376,100.9130792,100.4753449,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
821.5812445,101.1425214,102.6444164,99.91757403,99.38189509,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
803.8568135,100.9744276,97.68236842,101.8846067,99.2355713,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
815.5877698,99.61604549,100.0463046,100.9039886,98.58563058,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
791.9530438,99.54220246,99.81044878,99.95060807,100.4768497,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
801.6015344,99.2044746,99.15621768,99.32867149,97.64795457,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
812.4019937,102.1806149,101.4654681,99.33854829,101.0866974,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1
807.4402916,99.34690803,100.0851692,100.8289446,98.91833292,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
794.1764074,100.1295361,100.048325,97.98952965,102.1795723,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
783.9390547,97.72350436,101.6657622,100.1133149,100.4985144,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
802.0120327,98.79703502,98.34454884,99.09478166,99.80081402,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0
802.0574701,100.6594378,99.60064965,99.23470759,99.44639366,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
802.6798731,99.2869707,100.1471476,97.56162945,98.99919128,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1
806.7329862,101.0780297,100.6252443,102.0740042,99.60804335,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
800.8437064,101.0680253,98.10434037,99.02395874,100.0208224,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0
791.3471972,99.18728937,100.2670758,99.80307968,98.0601107,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
808.7591529,101.4605087,101.6548688,100.1212012,100.8440515,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
782.4073912,99.66584298,99.43287743,97.87561084,100.2700138,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
803.5893394,100.1989795,101.0359116,99.20743597,98.92648252,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
804.7727658,100.4113035,100.4597823,99.16089829,101.88082,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1
802.2802497,101.3634205,101.1652783,100.080993,99.09415335,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
811.5985457,100.2418457,97.52299377,99.68262981,99.45824469,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
780.2056689,99.29318823,100.0678919,98.28724978,99.89006141,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0
803.7041323,99.84097426,100.5088361,101.4006251,101.1441031,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
805.958109,100.012964,98.63623093,100.8841321,102.5322203,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
824.1768337,100.8400838,98.00648371,101.3454079,101.2342509,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
816.576669,102.5723588,99.46303292,100.5969787,100.0450626,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1
813.9248469,99.82852329,102.1258357,100.514004,99.12615746,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
798.3374728,100.6897696,99.31227267,98.85611679,101.5324962,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
817.2634308,99.25459926,100.3563126,101.0129293,100.2040883,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
792.3598788,97.84002739,99.00915206,98.75774372,99.55339897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
801.1659022,99.19028061,98.92477365,99.49444305,98.34155826,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
814.0252474,100.8439596,100.1462412,100.0614248,98.32816938,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
791.3665208,101.2449507,99.86337747,100.782833,101.4842956,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1
819.5976708,102.0367601,99.99068683,99.98660228,98.93278339,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
802.1979931,98.81004138,100.7240299,100.9031175,99.18364792,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
800.5023228,98.80538446,97.67561982,100.7390466,101.9790329,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
785.4821495,98.18385433,98.84115862,99.23317887,101.2450422,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
817.9949021,99.51529512,98.8045418,99.52105598,100.0350566,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
801.7167957,100.2126273,101.8975322,98.269894,99.64854333,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1
816.5974625,98.6029713,97.72869129,101.7195216,99.77003603,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
801.1429051,102.1714566,100.0469302,99.97570848,99.32149305,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
806.0491751,99.81819869,100.5277149,100.6444313,101.4076119,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1
809.8647822,99.52653796,99.25877361,99.49964907,99.27572687,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
799.2988465,101.4038528,98.92984765,98.62496281,100.566684,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
804.1494851,99.99666562,98.81474822,99.64006574,99.69852439,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
797.237071,98.04442711,99.48615543,99.18580207,99.70129838,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807.2805487,100.8929557,98.63583097,99.70608538,99.72370403,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
783.588458,99.17006594,100.7482382,98.67201143,99.40503658,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
798.9940698,98.00741255,98.12969876,99.08309046,100.1114262,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
808.3890961,101.5823105,100.1939145,100.0560439,100.7852962,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
800.7232584,100.0356524,98.9358339,98.69904906,99.99301224,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
797.4817067,100.7226561,99.97599329,97.5878491,101.7965273,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
786.6939141,98.9173046,99.50292307,98.8053564,98.20659419,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
815.4312539,99.49942881,100.8516829,99.55055933,102.6754177,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
809.8886287,99.64766447,98.78375962,99.92075788,100.2244537,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
808.8438473,99.99505125,99.04761081,101.6916509,98.23182818,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0
809.3986585,99.35963011,100.0724865,100.8068876,100.6037939,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
805.0074178,100.8664564,100.0704589,101.2919246,100.7892356,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1
806.2976269,98.57496339,100.7005966,101.3108962,99.15646023,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1
797.9321104,101.4857257,101.6184328,100.5282331,102.2320488,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
805.5049854,100.011149,101.2575904,101.9273456,99.73193359,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
832.0429302,99.70713341,99.83039815,101.5774047,99.00487489,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
815.7141864,101.5214201,100.3798807,99.78737091,99.28598368,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
786.1798239,99.53263623,98.17012232,101.364328,98.74822271,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
795.9832975,101.5168943,99.55284138,100.5631626,98.61705262,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1
812.3285112,100.7871032,99.65937165,100.4698935,100.0616386,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1
808.3936701,97.66442821,101.2234495,101.1662279,99.5975858,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
804.0401898,100.8045026,99.88680809,99.96694084,100.7118829,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
805.784869,100.4413191,100.0031718,101.4469011,100.1509258,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
787.0831122,99.68480542,98.67836287,98.54620401,98.72807266,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0
788.8339041,100.0760029,100.573473,99.44443699,99.28221618,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
809.4136363,99.97239032,100.0142194,100.0363059,100.3608222,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
806.0195721,100.5242522,98.7766755,100.1246788,100.0718257,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
789.973573,100.4316792,100.3631836,98.81068315,100.2825194,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1
810.0399942,99.05972503,99.80023306,100.258504,99.86836573,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
817.5855548,100.2267905,99.41281645,99.95991813,100.361842,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
816.7814889,99.87721176,101.7630746,99.75018444,99.65720235,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1
818.3147446,98.72793469,100.4824213,101.4424384,100.2613178,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
816.1041405,101.5385848,100.0682193,100.3630741,99.63872751,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
801.9122375,98.71044236,99.8259988,100.193862,98.8816074,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
768.9974598,98.32295143,99.42893298,97.71435505,99.11976684,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
817.0537245,99.85152124,99.79116483,100.758661,101.6978804,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
803.9252068,99.15077727,99.90339002,99.47431525,101.9332592,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
800.5149822,98.8222757,102.4371905,99.58719368,97.72108354,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
789.9605033,99.01970879,101.3026066,98.7606608,98.77265897,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
787.2313443,98.89558011,98.36120992,98.93940154,100.4824684,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
793.3226593,99.56744867,98.94358203,100.8323968,100.2849307,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
821.9137792,101.3406299,100.5451136,100.7510649,101.1084412,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
801.2397977,99.81995984,101.1913909,98.62024986,99.05676752,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
800.5455615,100.1480707,100.1568158,101.0290929,99.82815483,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
818.157204,101.6857154,99.1937994,102.5168078,99.75786322,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
804.629863,98.98594424,99.77643313,100.3470696,98.49948867,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
814.1354213,100.6521144,99.08410411,100.8602359,100.1066638,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
801.7553919,99.39558722,98.41504508,100.8100649,100.355389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
818.6935917,100.7408473,100.7254094,98.88966901,99.9391659,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
821.2634298,100.9541731,100.6732902,99.62077989,100.1898857,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
785.5919868,98.24996389,100.9335353,100.8562709,100.8153683,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
802.1270792,101.33588,98.71322973,99.67983413,99.29454085,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1
820.197485,102.044524,100.7137701,99.45211106,100.2572378,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1
793.8280921,99.24860678,100.9522978,100.212801,100.670718,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786.3236964,99.53349209,99.38807331,99.49069984,101.1625091,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
811.0907452,100.55658,100.1266557,100.7543779,100.7139121,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
818.8940138,101.6725108,98.18534782,102.5836563,98.2214115,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
818.0172196,100.5747958,98.55631929,100.1767238,102.035512,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
811.0558473,100.6345497,100.211855,100.0283171,101.0495206,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0
813.8805252,99.55218171,100.5438593,100.6276997,99.18964015,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
801.2088722,100.8065036,98.4872595,100.9159402,101.3598194,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
801.9155382,100.4138699,98.52165236,101.6250757,99.81129471,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1
804.3369089,99.90159011,101.6092065,100.2728251,99.72568515,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
809.6959986,102.4491243,99.88812927,98.58722676,100.1418691,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
817.834484,100.6568307,98.50421167,100.5219117,99.40209046,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
817.2776794,100.6129652,98.58138164,101.1347844,100.062749,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
806.2800922,101.1555973,100.271742,99.32723996,99.13170324,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
788.6402295,100.0213615,99.01067313,100.0327621,99.17597904,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
807.1996743,98.61567436,98.98627059,99.66484767,99.6250004,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
808.3801335,101.026262,99.03627888,99.1357484,101.9086166,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
818.3891952,99.12902379,98.49557462,100.4059363,99.50640839,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
784.7485919,100.9823156,100.1787038,98.43205204,100.1323317,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
804.1048265,100.2268639,100.615784,100.9131179,100.3642383,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1
811.7736246,99.69767605,99.78935316,101.1852278,99.84754792,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
805.0866633,100.9652048,98.85891914,99.12420509,100.1348435,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
813.3503235,99.27535024,100.5478101,100.5516302,99.98700559,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
801.3621684,98.10332193,99.5819634,100.4819524,99.71344383,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
787.8503477,98.88954469,101.5562171,100.6305071,97.20016092,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0
791.4582986,99.67987856,99.74940713,99.06674228,102.2591555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
797.6371957,96.80213349,99.92227912,98.56774599,100.7259474,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
793.9397173,99.88616305,100.4954138,100.0021724,101.6326945,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1
806.4690252,100.199399,100.7382024,98.5277777,98.44481025,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805.4471253,100.8188147,100.1806443,99.3714126,96.23729778,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
807.5402301,98.07137447,102.2384148,98.10607831,99.7313476,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
802.5163318,100.2001186,99.52728599,99.10227864,100.3519169,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
802.5033625,100.9322669,100.0825859,100.4931526,97.83428845,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1
795.8217491,99.82113494,101.8064587,99.92762627,98.80874671,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
793.443055,100.0532638,98.89884136,99.17822847,100.7373274,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
792.6273638,101.5272577,99.45401523,99.11865956,99.90149901,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
822.7613652,100.8098207,100.3231991,99.86438358,99.80237086,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
818.6774883,100.4001503,98.23483486,100.5188876,100.5295897,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
806.6150565,100.4494161,101.6398674,100.5702715,98.90999326,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
810.7884785,98.7362113,97.77453947,101.765198,101.0880936,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
800.8199262,101.4557382,100.4513649,100.9413306,98.22261193,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
793.3001563,100.1631831,100.0775031,100.1149164,100.0951333,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1
820.7798052,100.8683599,100.9211628,100.4413689,99.66015421,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
803.7522887,98.76487957,101.2871138,99.24074638,101.2416931,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
791.949318,98.99909735,98.38528583,99.98036104,100.0730425,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0
812.0118327,99.68225501,101.8113818,101.1149476,100.1959637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
805.1140288,98.87286004,100.1822957,100.8758444,100.6376849,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1
803.7416494,100.1649659,100.0426245,100.3477251,99.1164687,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
812.1645438,100.3484895,98.74071763,99.22729739,100.7485774,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
796.0169982,99.76183637,99.62830182,99.3236023,100.7185882,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
801.6213876,99.70324809,100.6938073,100.5288133,100.7735992,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
814.4910333,100.1277143,99.43585372,100.8482185,98.88862844,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
806.7064231,100.5029289,100.7860094,100.62323,100.2353993,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
809.8486878,99.62859309,99.1552211,100.008483,99.87030681,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
790.3521588,98.12507095,100.157699,100.4287258,100.5124691,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
785.9595531,99.6744171,100.8050271,98.74404334,101.7931478,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
806.2170198,98.3133601,98.6949936,100.4504331,101.2100648,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
801.0498764,99.16551259,100.4901685,100.3109073,99.24591767,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
792.5153582,98.83813438,100.5478888,99.0206777,98.79946873,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
